Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_MeanRatio
19.5,Low Fat,0.082152451,Canned,179.9002,Medium,Tier 3,Supermarket Type3,4119.3046,28,0.9091553257511618
10.5,Regular,0.02363057,Snack Foods,141.7154,Small,Tier 1,Grocery Store,425.4462,28,1.454119905113251
12.35,Low Fat,0.164274416,Household,119.8124,Small,Tier 2,Supermarket Type1,2133.2232,11,0.9143170757236456
20.7,Regular,0.047587685,Dairy,215.0876,Small,Tier 2,Supermarket Type1,5145.3024,11,1.0009211628935026
7.825,Low Fat,0.079952983,Meat,62.7826,Medium,Tier 3,Supermarket Type2,1162.4868,4,0.8115138115208048
19.5,Low Fat,0.024992442,Household,53.6614,Small,Tier 1,Grocery Store,165.7842,28,1.5992410778014032
12.1,Low Fat,0.115107028,Baking Goods,222.0114,Small,Tier 2,Supermarket Type1,3547.3824,11,1.001012987641836
5.03,Low Fat,0.008604657,Household,123.1756,Medium,Tier 3,Supermarket Type3,1211.756,28,0.8775701745525548
14.65,Low Fat,0.083528446,Household,162.4552,Small,Tier 2,Supermarket Type1,2274.3728,11,0.890205632712103
6.69,Regular,0.036731658,Meat,177.237,Medium,Tier 3,Supermarket Type3,4763.799,28,0.8653674298751366
20.75,Regular,0.129337594,Seafood,238.188,Small,Tier 1,Supermarket Type1,5033.448,16,0.9981274074609137
11.15,Low Fat,0.0734668596,Others,65.0142,Medium,Tier 1,Supermarket Type1,1120.5414,14,1.0
12.1,Low Fat,0.029827665,Soft Drinks,144.3444,Medium,Tier 1,Supermarket Type1,2612.5992,14,0.9988951348257341
11.6,Regular,0.157718931,Breakfast,168.3474,Small,Tier 2,Supermarket Type1,4548.0798,6,0.8932447632243421
17.6,Low Fat,0.008046275,Dairy,173.7422,Small,Tier 2,Supermarket Type1,5863.0348,6,0.8932648621492748
20.35,Low Fat,0.068753558,Household,127.9678,Small,Tier 1,Grocery Store,254.3356,28,1.5222781618133683
13.8,Low Fat,0.013199737,Canned,108.9254,Medium,Tier 3,Supermarket Type3,2713.135,28,0.9968293649629901
10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,Small,Tier 1,Supermarket Type1,447.4176,16,0.8676595343542091
18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,Medium,Tier 3,Supermarket Type2,1631.8758,4,0.8337753982210868
7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,Small,Tier 2,Supermarket Type1,5331.7264,11,0.8582408724348601
18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,Medium,Tier 1,Supermarket Type1,3563.3616,14,0.7793652316081866
8.39,Regular,0.024243294,Frozen Foods,116.0176,Medium,Tier 1,Supermarket Type1,1603.2464,14,1.0007797095210507
14.3,Low Fat,0.122469209,Dairy,121.973,High,Tier 3,Supermarket Type1,2709.806,26,0.9970834156954901
10.195,Regular,0.017730951,Starchy Foods,239.8538,Small,Tier 2,Supermarket Type1,4086.0146,6,1.003023730902205
14.15,Low Fat,0.035016754,Snack Foods,245.3828,Medium,Tier 3,Supermarket Type2,1705.7796,4,0.8851134802468744
16.2,Low Fat,0.019417732,Soft Drinks,153.7972,Small,Tier 2,Supermarket Type1,1402.1748,11,0.9041818558944287
11.3,Low Fat,0.066358426,Household,195.2478,Medium,Tier 3,Supermarket Type3,7168.6686,28,0.9091553268693439
12.65,Low Fat,0.105265475,Soft Drinks,159.9578,Small,Tier 3,Grocery Store,962.7468,15,1.5023894435385035
9.0,Low Fat,0.038736754,Soft Drinks,37.319,Medium,Tier 3,Supermarket Type3,1281.665,28,0.8990154690465842
10.895,Low Fat,0.044991876,Frozen Foods,107.228,Small,Tier 3,Grocery Store,426.112,15,1.4742840113346907
5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,Small,Tier 1,Supermarket Type1,1764.37,16,1.0016800231596028
17.85,Low Fat,0.147255604,Breads,93.7436,Small,Tier 2,Supermarket Type1,1701.7848,6,0.8932899049801073
5.82,Regular,0.077319079,Fruits and Vegetables,255.433,Small,Tier 1,Supermarket Type1,4357.661,16,0.9135793745207457
10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,Small,Tier 2,Supermarket Type1,3207.8244,9,0.8479365885762521
17.6,Regular,0.041373331,Snack Foods,38.119,Small,Tier 2,Supermarket Type1,732.38,9,0.9996547699466912
18.25,Low Fat,0.04403602,Hard Drinks,173.308,Medium,Tier 3,Supermarket Type3,6751.212,28,0.9955559635001036
10.1,Low Fat,0.027041859,Meat,77.567,High,Tier 3,Supermarket Type1,306.268,26,0.9989435100816417
11.0,Regular,0.056782237,Fruits and Vegetables,241.2512,Medium,Tier 3,Supermarket Type3,8239.9408,28,0.995513901584785
17.6,Regular,0.03922186,Snack Foods,97.241,Small,Tier 1,Supermarket Type1,193.082,16,0.9217422453540405
8.645,Low Fat,0.021581922,Canned,53.3982,Small,Tier 2,Supermarket Type1,1209.7586,9,0.9986811764761593
19.5,Low Fat,0.128206001,Breads,155.9314,Small,Tier 1,Supermarket Type1,3878.285,16,0.9986420389231492
7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,Small,Tier 2,Supermarket Type1,2693.8268,6,0.903252128715474
15.7,Low Fat,0.030765898,Hard Drinks,43.277,Small,Tier 2,Supermarket Type1,649.155,11,1.0014646325041041
5.405,Regular,0.053730029,Canned,199.0742,Small,Tier 2,Supermarket Type1,4777.7808,11,0.9042682249823707
20.85,Regular,0.062350672,Baking Goods,86.9514,Small,Tier 2,Supermarket Type1,1416.8224,11,1.0009211612810978
7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,Small,Tier 2,Supermarket Type1,2422.1804,6,1.003263401383269
6.465,Low Fat,0.15421157883333333,Canned,263.1884,Medium,Tier 3,Supermarket Type2,2914.8724,4,1.0
18.25,Low Fat,0.015309885,Snack Foods,197.6084,Small,Tier 2,Supermarket Type1,2380.9008,11,1.0014644516173647
11.8,Regular,0.106538757,Dairy,222.3772,Medium,Tier 3,Supermarket Type3,1556.6404,28,0.8588781791479875
12.65,Low Fat,0.061999648,Baking Goods,230.001,Small,Tier 1,Grocery Store,689.103,28,1.523061343166928
10.195,Low Fat,0.051618281,Breads,31.9558,High,Tier 3,Supermarket Type1,373.5138,26,0.9990825322029134
15.1,Low Fat,0.076505799,Baking Goods,91.583,Small,Tier 2,Supermarket Type1,539.298,6,0.8347540841257731
13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,Medium,Tier 3,Supermarket Type2,1612.5676,4,1.0038050656815496
18.2,Low Fat,0.022074764,Snack Foods,141.418,Small,Tier 1,Grocery Store,559.272,28,1.5537232933871048
15.7,Low Fat,0.079146113,Frozen Foods,181.466,Small,Tier 1,Grocery Store,179.766,28,1.4143848580749818
5.985,Low Fat,0.096337184,Frozen Foods,125.2678,Small,Tier 2,Supermarket Type1,763.0068,6,0.9075204881046719
9.5,Low Fat,0.142425145,Hard Drinks,189.9872,Small,Tier 3,Grocery Store,756.3488,15,1.4738257149703131
11.15,Low Fat,0.1378631344,Dairy,44.7744,Small,Tier 2,Supermarket Type1,181.0976,11,1.0
10.8,Low Fat,0.041663111,Health and Hygiene,188.6214,Medium,Tier 3,Supermarket Type3,6029.4848,28,0.9947576271846396
18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,Small,Tier 1,Supermarket Type1,3083.9856,16,1.000239583020805
13.65,Low Fat,0.135226962,Health and Hygiene,56.293,Small,Tier 1,Grocery Store,113.186,28,1.5995595535171527
16.2,Low Fat,0.0384429222,Soft Drinks,73.4696,High,Tier 3,Supermarket Type1,2087.9488,26,1.0
13.15,Low Fat,0.036729122,Frozen Foods,179.7976,Medium,Tier 1,Supermarket Type1,2535.3664,14,0.8498347514320856
20.6,Low Fat,0.045380404,Health and Hygiene,148.4392,High,Tier 3,Supermarket Type1,1789.6704,26,0.9964460644636566
11.395,Regular,0.069587171,Meat,234.6616,Small,Tier 1,Supermarket Type1,4687.232,16,1.000767744753404
6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,High,Tier 3,Supermarket Type1,3425.541,26,0.8418964690213084
8.84,Regular,0.076681143,Frozen Foods,110.7228,Medium,Tier 1,Supermarket Type1,1657.842,14,0.9987841989510954
16.7,Low Fat,0.102055777,Canned,184.0292,Small,Tier 1,Supermarket Type1,3101.2964,16,0.9998438254953247
13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,Small,Tier 2,Supermarket Type1,1347.5792,6,1.0046694510672785
12.6,Regular,0.063054947,Frozen Foods,102.399,Small,Tier 2,Supermarket Type1,2270.378,6,1.003968333262931
7.6,Regular,0.142383847,Starchy Foods,172.3448,Small,Tier 2,Supermarket Type1,2556.672,9,0.8985238402499456
12.6,Regular,0.03150851,Baking Goods,170.5764,High,Tier 3,Supermarket Type1,3779.0808,26,0.8872350975715431
6.67,Regular,0.123620492,Snack Foods,90.0514,Medium,Tier 1,Supermarket Type1,1505.3738,14,0.9041126515993749
10.695,Low Fat,0.06375108,Household,36.7848,Small,Tier 2,Supermarket Type1,782.9808,9,0.9978727981986879
5.44,Low Fat,0.04461205,Dairy,241.1538,Small,Tier 1,Grocery Store,480.7076,28,1.4726606316763593
16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,Small,Tier 2,Supermarket Type1,1911.5118,9,0.9991482729156344
10.0,Regular,0.037764307,Snack Foods,127.2994,Small,Tier 1,Supermarket Type1,642.497,16,0.998261293768686
19.1,Low Fat,0.092437711,Others,185.2608,Small,Tier 2,Supermarket Type1,1470.0864,6,0.812429034751301
17.6,Low Fat,0.137807013,Health and Hygiene,161.792,Small,Tier 3,Grocery Store,159.792,15,1.4750763583442636
19.5,Regular,0.077292302,Soft Drinks,235.3958,Medium,Tier 1,Supermarket Type1,6309.7866,14,0.8320522330726854
10.1,Regular,0.045763062,Snack Foods,38.4848,Medium,Tier 1,Supermarket Type1,633.8416,14,0.998944362614719
8.6,Low Fat,0.090558833,Household,112.6176,Medium,Tier 3,Supermarket Type2,3091.9752,4,1.002035569578661
19.7,Low Fat,0.041703666,Frozen Foods,109.1912,High,Tier 3,Supermarket Type1,1637.868,26,0.9975283134285087
15.35,Low Fat,0.014098693,Frozen Foods,37.219,Small,Tier 2,Supermarket Type1,805.618,6,0.8352399798789216
5.26,Regular,0.042008667,Baking Goods,162.6868,Small,Tier 2,Supermarket Type1,3767.0964,6,1.0030237313967636
9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,Small,Tier 2,Supermarket Type1,529.311,11,0.7489494055482865
16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,Small,Tier 2,Supermarket Type1,645.1602,11,1.0003214605676813
10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,Small,Tier 2,Supermarket Type1,849.5608,9,1.0001911645533375
13.1,Low Fat,0.012148836,Others,191.353,Medium,Tier 3,Supermarket Type2,1328.271,4,0.8716552442103308
5.34,Regular,0.005935001,Snack Foods,98.8358,Medium,Tier 3,Supermarket Type3,2010.716,28,0.9951987996043218
9.3,Regular,0.014047825,Snack Foods,196.5084,Small,Tier 2,Supermarket Type1,4364.9848,11,0.8997200668799393
14.3,Low Fat,0.026375082,Frozen Foods,79.6302,Small,Tier 2,Supermarket Type1,792.302,11,1.0016971957597924
6.13,Low Fat,0.12151296325000001,Fruits and Vegetables,55.7298,Medium,Tier 3,Supermarket Type3,2804.3496,28,1.0
10.8,Low Fat,0.052174319,Soft Drinks,240.3564,Small,Tier 2,Supermarket Type1,4290.4152,11,0.998951535542416
7.855,Regular,0.1619714592,Baking Goods,38.1848,Small,Tier 1,Grocery Store,37.2848,28,1.0000000000000002
12.85,Low Fat,0.137786856,Snack Foods,157.763,Medium,Tier 3,Supermarket Type2,2659.871,4,0.8443803120611656
6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,Small,Tier 2,Supermarket Type1,5406.296,9,0.9989084067090247
9.195,Regular,0.064002068,Frozen Foods,85.5566,Small,Tier 2,Supermarket Type1,930.1226,9,0.9980045014598885
7.905,Low Fat,0.06406438,Hard Drinks,229.2694,Small,Tier 1,Supermarket Type1,1826.9552,16,0.9986370300314331
17.6,Low Fat,0.049345425,Snack Foods,115.4176,Small,Tier 2,Supermarket Type1,1145.176,6,1.0042387212569033
15.7,Regular,0.11521312,Canned,112.0202,Small,Tier 2,Supermarket Type1,3150.5656,6,1.00326340006442
9.195,Regular,0.06413003939999999,Frozen Foods,83.7566,Small,Tier 1,Grocery Store,253.6698,28,1.0
19.2,Low Fat,0.099991245,Frozen Foods,112.7886,High,Tier 3,Supermarket Type1,1779.0176,26,0.9983946533647251
7.405,Low Fat,0.015334003,Canned,92.7146,Medium,Tier 3,Supermarket Type2,1185.7898,4,0.9144240020160975
19.5,Regular,0.129170642,Soft Drinks,233.9958,Small,Tier 3,Grocery Store,467.3916,15,1.3905229672617645
9.195,Regular,0.051908824,Baking Goods,78.1644,Small,Tier 2,Supermarket Type1,1414.1592,6,0.9033646693348056
11.65,Low Fat,0.131770922,Baking Goods,151.1024,Small,Tier 2,Supermarket Type1,1518.024,11,0.9003810901041275
21.1,Low Fat,0.028984804,Household,146.1786,High,Tier 3,Supermarket Type1,3034.0506,26,0.9022159314832948
8.695,Low Fat,0.120211747,Household,93.2094,Small,Tier 2,Supermarket Type1,666.4658,6,1.0035963323951842
7.27,Regular,0.02076385,Canned,89.0488,High,Tier 3,Supermarket Type1,181.0976,26,0.996446056175964
8.85,Low Fat,0.016006626,Household,105.6964,High,Tier 3,Supermarket Type1,210.3928,26,0.7365966064799213
18.6,Low Fat,0.015766712,Snack Foods,152.9366,Small,Tier 2,Supermarket Type1,1662.5026,9,0.8886334842108413
21.25,Low Fat,0.024536199,Household,144.6102,Medium,Tier 3,Supermarket Type3,3791.0652,28,0.9937858578012764
9.1,Regular,0.008046878,Frozen Foods,78.7618,Medium,Tier 1,Supermarket Type1,402.809,14,1.0029320659330334
7.975,Low Fat,0.014653896,Baking Goods,82.425,Medium,Tier 1,Supermarket Type1,749.025,14,1.00062301242533
10.0,Low Fat,0.073794811,Health and Hygiene,121.444,Small,Tier 2,Supermarket Type1,2516.724,6,0.8929493671202884
6.865,Low Fat,0.056830682,Snack Foods,214.0218,Small,Tier 1,Supermarket Type1,5556.7668,16,0.9210131697468485
16.7,Regular,0.054618573,Starchy Foods,65.5168,Small,Tier 2,Supermarket Type1,1022.6688,9,0.897963662123012
7.285,Low Fat,0.052141447,Household,174.9054,Small,Tier 3,Grocery Store,525.3162,15,1.5560143915831102
8.43,Low Fat,0.017360867,Soft Drinks,196.2768,Small,Tier 2,Supermarket Type1,1576.6144,11,1.0019883030056387
20.2,Regular,0.196438668,Baking Goods,194.611,Small,Tier 3,Grocery Store,392.822,15,1.4195309148012547
8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,Medium,Tier 1,Supermarket Type1,5257.1568,14,1.000448386503388
17.1,Low Fat,0.127792701,Fruits and Vegetables,111.1886,Medium,Tier 3,Supermarket Type3,4447.544,28,0.8977916856790886
9.6,Low Fat,0.024358634,Health and Hygiene,190.4214,Medium,Tier 3,Supermarket Type3,5652.642,28,0.876984100581921
9.695,Low Fat,0.070431235,Hard Drinks,177.5344,Small,Tier 2,Supermarket Type1,3033.3848,9,0.9991482704714043
7.75,Regular,0.082930699,Frozen Foods,35.2558,Small,Tier 1,Supermarket Type1,780.9834,16,0.9019300146832149
19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,High,Tier 3,Supermarket Type1,2474.7786,26,0.9974661102839221
9.8,Regular,0.235354055,Baking Goods,50.8008,Small,Tier 3,Grocery Store,101.2016,15,1.4295172976956854
11.8,Regular,0.057746382,Meat,152.4366,Small,Tier 2,Supermarket Type1,3929.5516,6,1.0048103340259216
9.8,Regular,0.045337184,Baking Goods,36.8874,Medium,Tier 1,Supermarket Type1,564.5984,14,0.9997451748383749
7.42,Low Fat,0.020374875,Snack Foods,248.0092,High,Tier 3,Supermarket Type1,1245.046,26,0.9974164151349446
20.75,Low Fat,0.035568147,Soft Drinks,151.8024,Small,Tier 3,Grocery Store,151.8024,15,1.524348814942103
12.6,Regular,0.062797771,Frozen Foods,103.999,Medium,Tier 1,Supermarket Type1,825.592,14,0.999873546535488
19.75,Regular,0.018096488,Frozen Foods,179.566,Medium,Tier 3,Supermarket Type2,2696.49,4,0.901804429810414
10.895,Regular,0.009613854,Dairy,122.973,High,Tier 3,Supermarket Type1,1231.73,26,0.9975282836869918
16.6,Low Fat,0.026645307,Frozen Foods,53.5614,Medium,Tier 3,Supermarket Type2,939.4438,4,1.0043310058443513
6.765,Regular,0.087753682,Frozen Foods,105.3306,Small,Tier 2,Supermarket Type1,2090.612,6,1.0050593250745739
13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,Small,Tier 2,Supermarket Type1,2801.6864,11,1.0002716230726454
19.6,Low Fat,0.041091215,Household,89.5514,Medium,Tier 3,Supermarket Type3,3364.9532,28,0.8590085705016274
6.155,Regular,0.095195306,Meat,213.956,Small,Tier 2,Supermarket Type1,2343.616,6,0.9032521289344029
10.65,Low Fat,0.048686689,Others,164.1526,Small,Tier 1,Supermarket Type1,1808.9786,16,0.9978175057723829
14.1,Low Fat,0.117091213,Snack Foods,197.9084,Small,Tier 1,Grocery Store,992.042,28,1.4136095717894117
20.25,Regular,0.022940826,Baking Goods,241.8538,Small,Tier 1,Supermarket Type1,5768.4912,16,1.0008625606381332
20.5,Low Fat,0.119339241,Baking Goods,106.0596,Small,Tier 2,Supermarket Type1,970.7364,9,0.8691789483292597
11.8,Regular,0.014075334,Frozen Foods,176.8344,High,Tier 3,Supermarket Type1,3568.688,26,0.9981558016981791
15.0,Low Fat,0.046336634,Breads,120.0414,High,Tier 3,Supermarket Type1,3533.4006,26,0.807145649622251
13.15,Low Fat,0.036641589,Frozen Foods,180.7976,High,Tier 3,Supermarket Type1,6157.3184,26,0.8478094216325576
15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,Medium,Tier 3,Supermarket Type2,4729.8432,4,1.0024590717038626
16.2,Low Fat,0.035737373,Fruits and Vegetables,260.6278,Medium,Tier 3,Supermarket Type3,9371.8008,28,0.9944579105446069
11.6,Regular,0.079376029,Frozen Foods,81.7276,Small,Tier 2,Supermarket Type1,1949.4624,6,0.9035749852227801
14.35,Regular,0.091054989,Frozen Foods,231.8984,Medium,Tier 1,Supermarket Type1,4633.968,14,1.0011167951850866
13.15,Low Fat,0.043852434,Snack Foods,182.695,Small,Tier 2,Supermarket Type1,4211.185,11,0.9238293010207509
10.895,Regular,0.009620042,Dairy,121.673,Small,Tier 2,Supermarket Type1,1970.768,9,0.9981703472152559
10.1,Low Fat,0.054939848,Health and Hygiene,199.5084,Small,Tier 2,Supermarket Type1,3372.9428,6,1.0048103212913537
18.7,Low Fat,0.014675574,Soft Drinks,50.8324,Small,Tier 2,Supermarket Type1,934.7832,6,0.8859152625101796
12.15,Low Fat,0.14526636,Health and Hygiene,224.0404,Medium,Tier 1,Supermarket Type1,3375.606,14,0.8098435904592101
10.195,Regular,0.146662938,Frozen Foods,138.6838,Small,Tier 1,Supermarket Type1,2388.2246,16,0.8981419902095277
8.575,Regular,0.071786706,Dairy,193.3794,High,Tier 3,Supermarket Type1,780.3176,26,0.9976240338504545
16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,Small,Tier 3,Grocery Store,102.5332,15,1.5042291363462805
9.065,Low Fat,0.115799592,Frozen Foods,95.3094,Medium,Tier 3,Supermarket Type2,1713.7692,4,1.0040258265415531
16.6,Low Fat,0.027579198,Household,178.7344,Small,Tier 1,Supermarket Type1,1605.9096,16,0.8811615455261261
11.6,Regular,0.241055611,Dairy,238.5222,Small,Tier 3,Grocery Store,717.0666,15,1.5428075586600798
19.5,Low Fat,0.014332439,Household,57.1614,Medium,Tier 3,Supermarket Type2,1381.535,4,0.9171182709509886
16.6,Low Fat,0.027133398,Health and Hygiene,106.2596,Small,Tier 3,Grocery Store,215.7192,15,1.2334735246903836
11.85,Low Fat,0.132876847,Dairy,98.0726,Medium,Tier 1,Supermarket Type1,1076.5986,14,0.9000910029312313
12.85,Low Fat,0.03315162,Snack Foods,170.6422,High,Tier 3,Supermarket Type1,2931.5174,26,0.9021641130533943
9.0,Low Fat,0.019536981,Household,170.0474,Medium,Tier 1,Supermarket Type1,4211.185,14,1.00017429817298
5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,Small,Tier 2,Supermarket Type1,1830.95,9,0.8973132319955304
8.93,Low Fat,0.013179388,Household,55.1614,Small,Tier 1,Supermarket Type1,939.4438,16,0.8153389325839291
15.2,Low Fat,0.033592687,Household,108.1912,Small,Tier 2,Supermarket Type1,1856.2504,9,0.8484396551049175
7.655,Low Fat,0.05346916,Canned,114.1492,Small,Tier 3,Grocery Store,115.8492,15,1.5029557845217951
6.3,Low Fat,0.126831854,Canned,209.027,Medium,Tier 3,Supermarket Type3,4613.994,28,0.8946050878656275
15.5,Low Fat,0.103603094,Snack Foods,143.547,Medium,Tier 1,Supermarket Type1,1431.47,14,0.8907245743618254
18.7,Low Fat,0.104840884,Frozen Foods,122.1072,Medium,Tier 1,Supermarket Type1,490.0288,14,0.9995071608775629
9.5,Low Fat,0.042056944,Soft Drinks,31.89,Medium,Tier 3,Supermarket Type2,366.19,4,1.0030062358153287
13.65,Low Fat,0.040049609,Frozen Foods,34.4558,Small,Tier 2,Supermarket Type1,611.2044,6,0.860526681526779
19.5,Regular,0.03075661,Canned,86.254,Small,Tier 2,Supermarket Type1,2163.85,11,1.0001609100035058
8.71,Low Fat,0.16281647075,Canned,46.5376,High,Tier 3,Supermarket Type1,575.2512,26,1.0
20.25,Regular,0.03941584,Dairy,247.8092,Small,Tier 1,Grocery Store,498.0184,28,1.4739535033952982
19.6,Low Fat,0.024363939,Dairy,46.3718,Small,Tier 2,Supermarket Type1,661.8052,6,0.9157888956221318
12.15,Regular,0.131443921,Fruits and Vegetables,189.1872,Medium,Tier 3,Supermarket Type3,5294.4416,28,0.9943202071099168
11.8,Low Fat,0.058725131,Health and Hygiene,82.3618,Small,Tier 2,Supermarket Type1,1208.427,9,0.8985153262695422
6.715,Regular,0.122274118,Baking Goods,40.3454,Small,Tier 2,Supermarket Type1,838.908,6,0.8851895212073039
19.1,Low Fat,0.067239404,Household,39.6796,High,Tier 3,Supermarket Type1,660.4736,26,0.9017200999791694
20.7,Low Fat,0.021464454,Baking Goods,156.6288,Medium,Tier 1,Supermarket Type1,3928.22,14,0.9993370918613277
10.195,Low Fat,0.112681821,Hard Drinks,113.986,Medium,Tier 3,Supermarket Type2,452.744,4,0.8831072075435661
20.2,Regular,0.039469737,Breakfast,155.163,Small,Tier 2,Supermarket Type1,782.315,6,0.8743541792469911
10.8,Low Fat,0.061101383,Soft Drinks,151.9024,Small,Tier 1,Supermarket Type1,2580.6408,16,0.9997287867548065
19.75,Low Fat,0.014359584,Household,100.8332,Medium,Tier 3,Supermarket Type2,1537.998,4,0.8914815077363248
19.35,Low Fat,0.016637301,Frozen Foods,120.9098,Medium,Tier 1,Supermarket Type1,1687.1372,14,0.9148175555327532
7.405,Low Fat,0.159843921,Dairy,206.6296,Medium,Tier 3,Supermarket Type2,3115.944,4,1.0030530326201172
15.25,Low Fat,0.061308889,Household,128.8968,Small,Tier 2,Supermarket Type1,2348.9424,11,1.0006440504021414
7.935,Low Fat,0.055566935,Household,263.591,Small,Tier 1,Grocery Store,262.991,28,1.556074117888642
8.895,Low Fat,0.026397141,Frozen Foods,207.8954,Small,Tier 2,Supermarket Type1,3542.7218,11,0.83174233155505
18.75,Low Fat,0.034307348,Household,215.2218,Small,Tier 1,Supermarket Type1,4701.8796,16,0.9996928074558616
20.1,Low Fat,0.074627201,Dairy,110.3228,Small,Tier 1,Supermarket Type1,1768.3648,16,0.9216919880485981
12.35,Low Fat,0.041973712,Health and Hygiene,35.7216,Small,Tier 2,Supermarket Type1,519.324,6,0.8923348571001725
16.85,Regular,0.080015028,Snack Foods,111.8544,Medium,Tier 3,Supermarket Type2,1677.816,4,0.8834487528941893
18.25,Low Fat,0.10084386,Starchy Foods,166.3526,Small,Tier 3,Grocery Store,164.4526,15,1.4746231227496918
17.0,Low Fat,0.055519561,Dairy,219.8114,Medium,Tier 1,Supermarket Type1,1108.557,14,0.9992466804729502
15.15,Regular,0.012203915,Snack Foods,133.2284,Medium,Tier 3,Supermarket Type3,4350.3372,28,0.8839193923250868
14.3,Low Fat,0.130946374,Baking Goods,76.7328,Medium,Tier 3,Supermarket Type2,1312.9576,4,1.0034270056486547
17.6,Regular,0.041381156,Snack Foods,35.019,Small,Tier 1,Supermarket Type1,659.142,16,0.9998438361491402
6.635,Regular,0.04586701,Frozen Foods,37.9506,Medium,Tier 3,Supermarket Type3,910.8144,28,0.8036747871380172
20.25,Low Fat,0.036474041,Dairy,218.3482,Medium,Tier 3,Supermarket Type2,2409.5302,4,1.0040337894400038
18.0,Low Fat,0.039231652,Snack Foods,145.1418,Small,Tier 2,Supermarket Type1,2648.5524,6,1.005059328538992
16.35,Low Fat,0.013393537,Others,106.028,Small,Tier 2,Supermarket Type1,1065.28,11,0.9035230444600205
14.0,Regular,0.031444357,Canned,53.764,Small,Tier 2,Supermarket Type1,798.96,6,1.0051231225405706
5.78,Low Fat,0.014555066,Soft Drinks,145.2102,Small,Tier 1,Supermarket Type1,3062.0142,16,0.9994375708598369
21.0,Low Fat,0.082526478,Snack Foods,191.8478,Small,Tier 3,Grocery Store,774.9912,15,1.4199614703087116
13.65,Regular,0.080765853,Frozen Foods,262.8936,Medium,Tier 1,Supermarket Type1,4958.8784,14,0.9224451021437049
12.3,Regular,0.17797002,Fruits and Vegetables,173.1396,Small,Tier 3,Grocery Store,697.7584,15,1.5431712597855505
12.35,Regular,0.03382933,Meat,196.9426,Small,Tier 2,Supermarket Type1,2768.3964,11,0.9044648908849071
11.8,Low Fat,0.11397026,Soft Drinks,185.1924,Small,Tier 2,Supermarket Type1,2591.2936,6,0.8525259734550706
19.7,Low Fat,0.038729457,Hard Drinks,127.3362,Small,Tier 2,Supermarket Type1,755.0172,9,1.0005622396415554
10.1,Low Fat,0.032075379,Canned,50.9008,High,Tier 3,Supermarket Type1,354.2056,26,0.8802726632321977
12.5,Low Fat,0.196490902,Canned,120.544,Small,Tier 1,Grocery Store,479.376,28,1.4127975224361466
17.85,Low Fat,0.146305498,Breads,94.1436,High,Tier 3,Supermarket Type1,1607.2412,26,0.8875263206043232
20.7,Low Fat,0.026877471,Household,74.6354,High,Tier 3,Supermarket Type1,1053.2956,26,0.9021608569803978
8.89,Low Fat,0.005474515,Frozen Foods,99.7016,Small,Tier 1,Supermarket Type1,1922.8304,16,0.8482310491688343
14.5,Low Fat,0.064048405,Canned,153.4682,Small,Tier 2,Supermarket Type1,1677.1502,9,0.8007371707875605
9.0,Low Fat,0.032203667,Household,100.8016,Small,Tier 2,Supermarket Type1,1113.2176,6,1.004609415524901
13.35,Low Fat,0.017857847,Dairy,77.5012,Medium,Tier 3,Supermarket Type2,1518.024,4,0.8451566754910841
6.675,Low Fat,0.041921462,Snack Foods,92.3462,Small,Tier 1,Supermarket Type1,2406.2012,16,1.0003803158046605
10.3,Regular,0.024875871,Baking Goods,173.0422,High,Tier 3,Supermarket Type1,2069.3064,26,0.9988694197930319
8.63,Regular,0.028139761,Canned,173.7422,Medium,Tier 3,Supermarket Type3,3621.2862,28,0.8768847143891491
17.1,Regular,0.073997843,Fruits and Vegetables,207.0638,High,Tier 3,Supermarket Type1,4969.5312,26,0.8689519405122021
14.15,Low Fat,0.020798905,Fruits and Vegetables,123.6046,Medium,Tier 3,Supermarket Type2,1245.046,4,1.0043310030768913
